DEPARTMENT|EMPLOYEE_ID|SALARY
D5|4669|11297$
D2|4670|14714$
D5|4671|9216$
D4|4672|7249$
D4|4673|5997$
D6|4674|8631$
D1|4675|12219$
D1|4676|5131$
D2|4677|12317$
D1|4678|9263$
D1|4679|11873$
D1|4680|7968$
D2|4681|9915$
D1|4682|8425$
D3|4683|13354$
D4|4684|11356$
D2|4685|6358$
D3|4686|4225$
D3|4687|14899$
D3|4688|9118$
D3|4689|5001$
D2|4690|8531$
D3|4691|11609$
D3|4692|4869$
D4|4693|6621$
D5|4694|8654$
D5|4695|7260$
D4|4696|6046$
D2|4697|10946$
D6|4698|6646$
D3|4699|14478$
D6|4700|14372$
D2|4701|13034$
D6|4702|7233$
D4|4703|12805$
D5|4704|10495$
D5|4705|11332$
D2|4706|5651$
D2|4707|10198$
D4|4708|10721$
D6|4709|14574$
D1|4710|11757$
D2|4711|10438$
D6|4712|10107$
D1|4713|9678$
D1|4714|14930$
D1|4715|9310$
D2|4716|9589$
D4|4717|4722$
D2|4718|14739$
D5|4719|6071$
D5|4720|14517$
D6|4721|7883$
D3|4722|10164$
D6|4723|14405$
D3|4724|12003$
D6|4725|12591$
D3|4726|10060$
D4|4727|10215$
D3|4728|14322$
D2|4729|9718$
D2|4730|7504$
D2|4731|10897$
D1|4732|13995$
D3|4733|12716$
D3|4734|10832$
D3|4735|12064$
D6|4736|8032$
D3|4737|12635$
D6|4738|7913$
D2|4739|10051$
D2|4740|10035$
D4|4741|9816$
D4|4742|10104$
D2|4743|5291$
D3|4744|5343$
D1|4745|6408$
D5|4746|13834$
D5|4747|13038$
D5|4748|4798$
D5|4749|12447$
D1|4750|10393$
D1|4751|4719$
D3|4752|10412$
D1|4753|11733$
D3|4754|5043$
D1|4755|13635$
D6|4756|9699$
D6|4757|7243$
D3|4758|5661$
D1|4759|4153$
D4|4760|13767$
D3|4761|12750$
D2|4762|11776$
D4|4763|5095$
D5|4764|8171$
D5|4765|8668$
D5|4766|4221$
D5|4767|8827$
D5|4768|5466$
D4|4769|5121$
D6|4770|11456$
D4|4771|13182$
D3|4772|10011$
D6|4773|11102$
D3|4774|5687$
D1|4775|8151$
D6|4776|9222$
D5|4777|10274$
D5|4778|14439$
D4|4779|6518$
D6|4780|8360$
D5|4781|6590$
D6|4782|4289$
D6|4783|8223$
D2|4784|11015$
D4|4785|4459$
D2|4786|13873$
D2|4787|8609$
D3|4788|4457$
D2|4789|13974$
D3|4790|9159$
D6|4791|5749$
D4|4792|13248$
D2|4793|12907$
D2|4794|9503$
D5|4795|6090$
D2|4796|13225$
D3|4797|13876$
D3|4798|10808$
D1|4799|13590$
D4|4800|10773$
D6|4801|12083$
D6|4802|6907$
D5|4803|4695$
D1|4804|14850$
D3|4805|12542$
D5|4806|14895$
D6|4807|14510$
D2|4808|5285$
D1|4809|11350$
D6|4810|6484$
D5|4811|4861$
D5|4812|9978$
D2|4813|12287$
D3|4814|10361$
D4|4815|8532$
D2|4816|11537$
D1|4817|13012$
D4|4818|7528$
D5|4819|12669$
D4|4820|7857$
D2|4821|6491$
D6|4822|8595$
D4|4823|14146$
D1|4824|8566$
D1|4825|13868$
D6|4826|11100$
D3|4827|8178$
D2|4828|8923$
D3|4829|7866$
D3|4830|11275$
D5|4831|4338$
D5|4832|10786$
D6|4833|12323$
D2|4834|13256$
D1|4835|4559$
D3|4836|6131$
D4|4837|4755$
D2|4838|9180$
D1|4839|8116$
D5|4840|9085$
D6|4841|14003$
D5|4842|8606$
D5|4843|11980$
D5|4844|11960$
D5|4845|14560$
D4|4846|11763$
D4|4847|12974$
D2|4848|13618$
D4|4849|10308$
D4|4850|14226$
D4|4851|4446$
D5|4852|13862$
D4|4853|7941$
D5|4854|12168$
D2|4855|8640$
D4|4856|6493$
D6|4857|11857$
D2|4858|6625$
D3|4859|6422$
D3|4860|5070$
D6|4861|8414$
D4|4862|12308$
D1|4863|12123$
D5|4864|12804$
D5|4865|4154$
D2|4866|12285$
D5|4867|13517$
D1|4868|4455$
D1|4869|12482$
D3|4870|7604$
D5|4871|4121$
D2|4872|6265$
D3|4873|11417$
D1|4874|5925$
D3|4875|11109$
D5|4876|6147$
D5|4877|7518$
D5|4878|10256$
D2|4879|9628$
D1|4880|4987$
D6|4881|14042$
D3|4882|7380$
D5|4883|10244$
D2|4884|5411$
D4|4885|5660$
D4|4886|6728$
D3|4887|7346$
D6|4888|14160$
D2|4889|12631$
D2|4890|9514$
D6|4891|10975$
D2|4892|10311$
D1|4893|4047$
D3|4894|10173$
D5|4895|11845$
D6|4896|11348$
D4|4897|6474$
D3|4898|12185$
D4|4899|5142$
D5|4900|11476$
D6|4901|5973$
D2|4902|4216$
D3|4903|5782$
D6|4904|14433$
D1|4905|11801$
D3|4906|14341$
D4|4907|8353$
D5|4908|14159$
D2|4909|6534$
D5|4910|14709$
D2|4911|6217$
D5|4912|13303$
D3|4913|10438$
D4|4914|14795$
D2|4915|12965$
D6|4916|12797$
D5|4917|10987$
D2|4918|13420$
D1|4919|10508$
D3|4920|13469$
D2|4921|12233$
D1|4922|4974$
D2|4923|13264$
D6|4924|10934$
D5|4925|5135$
D3|4926|11526$
D6|4927|12713$
D5|4928|9866$
D5|4929|13064$
D4|4930|7918$
D6|4931|12266$
D3|4932|7867$
D5|4933|7509$
D2|4934|13477$
D2|4935|5931$
D5|4936|10046$
D5|4937|6702$
D3|4938|9240$
D6|4939|12361$
D4|4940|8027$
D5|4941|13284$
D1|4942|6433$
D1|4943|14358$
D6|4944|10533$
D6|4945|6247$
D6|4946|12402$
D3|4947|7170$
D2|4948|14898$
D4|4949|4749$
D6|4950|4713$
D4|4951|7214$
D3|4952|7579$
D4|4953|14658$
D2|4954|4397$
D6|4955|9493$
D1|4956|8846$
D3|4957|9590$
D6|4958|9674$
D3|4959|9755$
D4|4960|12750$
D1|4961|8882$
D6|4962|4255$
D5|4963|13682$
D4|4964|11916$
D2|4965|8250$
D5|4966|8801$
D4|4967|14643$
D3|4968|8004$
D3|4969|8128$
D1|4970|9190$
D1|4971|4076$
D6|4972|8758$
D3|4973|13584$
D5|4974|7028$
D6|4975|6887$
D5|4976|6627$
D5|4977|11521$
D4|4978|12233$
D3|4979|14077$
D2|4980|5465$
D1|4981|5044$
D3|4982|14792$
D6|4983|8932$
D5|4984|9312$
D2|4985|8997$
D5|4986|8110$
D6|4987|14843$
D5|4988|7416$
D1|4989|11358$
D6|4990|13435$
D6|4991|10742$
D6|4992|6124$
D4|4993|11874$
D4|4994|8949$
D3|4995|7939$
D4|4996|9812$
D3|4997|8547$
D4|4998|12621$
D2|4999|14763$
D4|5000|4538$
D4|5001|6519$
D2|5002|4957$
D1|5003|11118$
D6|5004|5617$
D2|5005|12849$
D5|5006|4826$
D4|5007|4799$
D4|5008|5374$
D1|5009|9567$
D5|5010|6286$
D6|5011|6776$
D2|5012|10918$
D3|5013|13461$
D6|5014|5073$
D2|5015|4881$
D1|5016|10686$
D1|5017|9711$
D3|5018|4550$
D4|5019|6516$
D1|5020|5428$
D1|5021|8809$
D5|5022|6014$
D5|5023|11960$
D6|5024|13910$
D4|5025|10772$
D2|5026|11170$
D6|5027|7474$
D3|5028|6971$
D2|5029|11232$
D2|5030|15000$
D6|5031|14291$
D6|5032|12343$
D3|5033|12022$
D4|5034|5013$
D5|5035|5026$
D5|5036|5659$
D6|5037|7706$
D2|5038|4614$
D3|5039|12724$
D6|5040|10473$
D3|5041|6057$
D2|5042|9432$
D2|5043|4657$
D4|5044|4124$
D3|5045|12568$
D5|5046|10615$
D2|5047|9890$
D4|5048|7698$
D4|5049|6680$
D3|5050|7382$
D4|5051|13244$
D4|5052|13150$
D6|5053|14099$
D3|5054|13253$
D1|5055|7466$
D2|5056|7303$
D1|5057|13019$
D4|5058|10162$
D3|5059|8481$
D4|5060|5200$
D3|5061|13014$
D1|5062|11137$
D4|5063|4662$
D5|5064|14243$
D2|5065|13615$
D5|5066|6279$
D1|5067|12158$
D1|5068|4548$
D2|5069|10917$
D1|5070|6411$
D6|5071|13399$
D1|5072|10640$
D1|5073|13595$
D2|5074|10947$
D4|5075|10400$
D5|5076|12921$
D5|5077|6662$
D1|5078|6165$
D4|5079|11765$
D2|5080|7820$
D4|5081|6215$
D5|5082|6176$
D3|5083|12311$
D4|5084|13307$
D5|5085|14749$
D2|5086|7669$
D6|5087|10563$
D5|5088|9787$
D5|5089|10743$
D5|5090|7428$
D5|5091|10133$
D4|5092|8002$
D1|5093|8238$
D2|5094|14786$
D3|5095|10390$
D1|5096|4673$
D2|5097|5138$
D3|5098|10529$
D2|5099|9102$
D5|5100|10850$
D6|5101|8887$
D4|5102|14387$
D6|5103|12197$
D4|5104|11072$
D2|5105|5267$
D6|5106|5486$
D4|5107|11785$
D1|5108|12315$
D6|5109|8462$
D4|5110|8882$
D1|5111|8389$
D2|5112|6828$
D6|5113|13133$
D4|5114|6543$
D3|5115|6113$
D5|5116|8453$
D1|5117|13280$
D3|5118|4569$
D6|5119|10201$
D3|5120|5160$
D1|5121|11103$
D1|5122|14706$
D6|5123|10530$
D6|5124|8404$
D2|5125|14626$
D5|5126|8390$
D2|5127|8065$
D2|5128|4445$
D2|5129|13758$
D2|5130|14418$
D3|5131|8320$
D6|5132|14691$
D3|5133|5269$
D3|5134|10361$
D5|5135|6068$
D6|5136|6494$
D6|5137|9607$
D5|5138|10779$
D4|5139|7785$
D5|5140|6139$
D3|5141|6774$
D3|5142|12500$
D5|5143|13480$
D4|5144|7158$
D6|5145|9944$
D2|5146|9950$
D1|5147|10388$
D3|5148|6226$
D6|5149|14633$
D5|5150|8746$
D1|5151|14494$
D6|5152|10426$
D6|5153|4579$
D6|5154|4880$
D5|5155|13064$
D3|5156|12092$
D1|5157|4259$
D4|5158|6075$
D4|5159|12611$
D1|5160|9351$
D4|5161|8578$
D2|5162|11655$
D3|5163|11953$
D1|5164|6337$
D4|5165|11625$
D2|5166|9193$
D1|5167|9924$
D4|5168|11756$
D2|5169|10851$
D4|5170|11208$
D1|5171|9115$
D2|5172|4412$
D3|5173|6543$
D4|5174|6283$
D1|5175|12870$
D1|5176|14661$
D3|5177|10658$
D5|5178|10409$
D2|5179|6536$
D1|5180|7360$
D3|5181|6473$
D6|5182|5021$
D1|5183|8314$
D3|5184|13992$
D2|5185|10885$
D5|5186|5560$
D4|5187|5413$
D1|5188|5673$
D5|5189|14194$
D1|5190|10892$
D6|5191|14838$
D6|5192|12694$
D3|5193|14980$
D5|5194|8767$
D4|5195|11775$
D1|5196|10701$
D4|5197|7621$
D3|5198|9353$
D5|5199|5711$
D4|5200|14829$
D5|5201|5331$
D3|5202|5415$
D3|5203|10787$
D1|5204|10044$
D3|5205|12218$
D1|5206|7650$
D1|5207|10381$
D5|5208|9141$
D4|5209|9384$
D5|5210|5800$
D2|5211|8368$
D5|5212|4631$
D4|5213|7371$
D1|5214|9342$
D5|5215|12389$
D4|5216|6579$
D3|5217|6038$
D3|5218|11041$
D2|5219|9687$
D6|5220|6739$
D2|5221|4377$
D5|5222|9880$
D3|5223|9471$
D2|5224|8613$
D3|5225|8373$
D6|5226|7813$
D3|5227|13364$
D1|5228|4490$
D6|5229|4148$
D3|5230|7910$
D5|5231|10860$
D3|5232|11860$
D5|5233|10529$
D2|5234|9167$
D1|5235|9535$
D2|5236|7600$
D1|5237|7343$
D4|5238|8671$
D1|5239|7799$
D3|5240|5371$
D4|5241|10153$
D5|5242|14803$
D5|5243|8086$
D3|5244|7695$
D3|5245|6090$
D2|5246|12280$
D4|5247|7062$
D2|5248|10604$
D1|5249|6888$
D1|5250|10370$
D2|5251|7208$
D2|5252|8605$
D5|5253|8430$
D5|5254|14670$
D6|5255|5177$
D5|5256|4385$
D6|5257|11593$
D2|5258|9588$
D4|5259|8131$
D4|5260|8559$
D1|5261|14913$
D1|5262|6850$
D1|5263|14170$
D6|5264|13888$
D1|5265|10881$
D1|5266|8764$
D5|5267|13133$
D4|5268|13999$
D4|5269|8655$
D2|5270|9533$
D6|5271|7438$
D2|5272|14709$
D6|5273|7399$
D2|5274|4086$
D5|5275|9363$
D3|5276|6930$
D6|5277|9597$
D3|5278|13651$
D5|5279|9594$
D3|5280|14687$
D4|5281|5056$
D4|5282|9984$
D4|5283|5795$
D4|5284|8903$
D5|5285|6358$
D2|5286|4066$
D1|5287|10766$
D5|5288|9319$
D1|5289|5949$
D2|5290|5387$
D1|5291|14746$
D5|5292|5267$
D1|5293|12142$
D3|5294|11817$
D6|5295|13232$
D6|5296|13428$
D2|5297|9616$
D5|5298|6362$
D5|5299|12518$
D2|5300|12026$
D6|5301|8808$
D6|5302|14017$
D3|5303|4741$
D2|5304|13639$
D6|5305|5588$
D6|5306|13132$
D3|5307|5517$
D3|5308|9566$
D1|5309|6823$
D2|5310|14628$
D4|5311|5199$
D4|5312|7268$
D1|5313|5568$
D6|5314|12158$
D3|5315|12865$
D1|5316|10729$
D3|5317|7105$
D1|5318|8194$
D4|5319|10725$
D3|5320|6492$
D4|5321|8367$
D3|5322|13682$
D1|5323|11762$
D1|5324|10227$
D4|5325|12443$
D1|5326|14944$
D2|5327|14716$
D1|5328|13986$
D6|5329|7733$
D2|5330|12030$
D3|5331|11987$
D5|5332|8242$
D2|5333|14618$
D4|5334|8372$
D3|5335|5203$
D1|5336|11358$
D1|5337|9563$
D5|5338|6530$
D5|5339|9238$
D5|5340|5247$
D4|5341|14016$
D6|5342|7509$
D6|5343|4521$
D2|5344|7193$
D4|5345|7647$
D2|5346|14786$
D6|5347|14614$
D4|5348|9510$
D2|5349|7654$
D1|5350|11863$
D3|5351|12677$
D6|5352|14908$
D2|5353|4152$
D6|5354|9612$
D1|5355|12010$
D2|5356|12345$
D1|5357|8325$
D2|5358|14915$
D3|5359|9844$
D5|5360|6126$
D5|5361|14955$
D6|5362|14847$
D6|5363|7299$
D3|5364|10343$
D5|5365|10499$
D3|5366|7403$
D1|5367|14505$
D5|5368|14240$
D6|5369|10350$
D4|5370|8328$
D3|5371|7132$
D2|5372|6775$
D2|5373|12544$
D6|5374|14310$
D4|5375|5754$
D3|5376|8917$
D3|5377|8974$
D2|5378|13640$
D2|5379|10567$
D4|5380|14513$
D6|5381|5488$
D6|5382|14343$
D4|5383|5963$
D5|5384|8149$
D4|5385|8849$
D3|5386|14823$
D3|5387|10843$
D4|5388|5037$
D6|5389|8545$
D5|5390|10865$
D1|5391|4116$
D1|5392|14283$
D3|5393|4097$
D6|5394|8954$
D5|5395|14962$
D6|5396|11729$
D1|5397|9432$
D5|5398|14519$
D1|5399|8999$
D4|5400|13935$
D6|5401|13201$
D5|5402|4819$
D1|5403|14624$
D5|5404|13664$
D1|5405|7061$
D4|5406|6122$
D2|5407|14333$
D4|5408|12939$
D4|5409|8733$
D2|5410|14327$
D3|5411|10847$
D1|5412|11405$
D1|5413|10224$
D1|5414|9320$
D1|5415|4384$
D4|5416|11838$
D2|5417|12973$
D5|5418|14207$
D4|5419|11776$
D3|5420|8617$
D1|5421|10061$
D5|5422|6136$
D3|5423|11791$
D3|5424|12890$
D2|5425|11319$
D4|5426|9656$
D5|5427|4862$
D5|5428|10356$
D2|5429|10467$
D4|5430|12388$
D1|5431|13334$
D5|5432|14314$
D2|5433|13217$
D6|5434|12017$
D3|5435|8062$
D4|5436|13057$
D3|5437|6104$
D6|5438|11917$
D5|5439|5006$
D6|5440|14873$
D3|5441|13724$
D1|5442|13524$
D2|5443|10546$
D2|5444|10871$
D6|5445|13181$
D5|5446|13525$
D6|5447|14232$
D6|5448|8968$
D6|5449|14713$
D2|5450|4185$
D3|5451|4897$
D5|5452|6460$
D2|5453|11133$
D4|5454|6239$
D1|5455|10653$
D6|5456|6699$
D3|5457|5235$
D5|5458|12859$
D2|5459|14873$
D3|5460|4316$
D6|5461|13082$
D4|5462|10960$
D1|5463|9967$
D5|5464|12272$
D5|5465|11643$
D5|5466|7632$
D3|5467|14970$
D5|5468|10652$
D4|5469|11652$
D4|5470|13471$
D6|5471|9547$
D3|5472|7071$
D1|5473|10015$
D4|5474|9399$
D1|5475|5562$
D6|5476|7819$
D5|5477|13503$
D2|5478|7154$
D5|5479|4039$
D6|5480|13225$
D2|5481|11037$
D4|5482|10959$
D2|5483|5653$
D5|5484|9754$
D2|5485|5472$
D6|5486|12922$
D5|5487|6678$
D1|5488|11365$
D2|5489|13114$
D6|5490|6585$
D2|5491|8444$
D6|5492|10883$
D3|5493|13718$
D1|5494|12217$
D5|5495|8331$
D2|5496|10773$
D5|5497|9093$
D5|5498|10264$
D2|5499|13667$
D1|5500|5413$
D3|5501|5293$
D1|5502|9335$
D6|5503|7616$
D2|5504|12855$
D5|5505|6731$
D4|5506|5250$
D2|5507|8330$
D5|5508|14206$
D1|5509|6022$
D5|5510|14570$
D3|5511|9438$
D2|5512|10112$
D4|5513|8281$
D4|5514|8417$
D6|5515|9803$
D2|5516|6279$
D5|5517|11734$
D5|5518|6258$
D1|5519|11284$
D5|5520|6050$
D2|5521|9145$
D6|5522|4886$
D4|5523|4268$
D6|5524|7796$
D1|5525|11410$
D4|5526|4230$
D5|5527|9984$
D3|5528|12718$
D5|5529|14429$
D4|5530|4208$
D6|5531|5918$
D6|5532|14983$
D6|5533|12239$
D2|5534|14520$
D2|5535|13923$
D6|5536|9374$
D6|5537|10447$
D5|5538|5639$
D2|5539|6760$
D1|5540|10907$
D1|5541|4545$
D1|5542|4772$
D3|5543|9800$
D3|5544|9379$
D2|5545|8352$
D6|5546|6855$
D5|5547|6098$
D3|5548|13183$
D1|5549|9051$
D3|5550|8305$
D3|5551|4159$
D2|5552|10863$
D1|5553|4044$
D1|5554|6155$
D3|5555|7423$
D2|5556|14290$
D1|5557|14116$
D5|5558|12315$
D2|5559|13935$
D2|5560|10659$
D6|5561|14159$
D6|5562|13041$
D3|5563|7271$
D1|5564|7332$
D5|5565|7694$
D1|5566|5874$
D1|5567|10558$
D3|5568|5968$
D1|5569|14640$
D1|5570|10914$
D5|5571|7603$
D5|5572|10808$
D2|5573|8085$
D2|5574|11263$
D2|5575|4910$
D6|5576|4762$
D5|5577|14200$
D4|5578|13931$
D1|5579|6803$
D4|5580|7245$
D3|5581|9198$
D5|5582|5305$
D2|5583|11427$
D5|5584|6296$
D5|5585|12016$
D3|5586|13611$
D3|5587|8397$
D4|5588|11097$
D3|5589|13925$
D6|5590|12589$
D2|5591|13875$
D4|5592|4221$
D6|5593|10235$
D6|5594|9290$
D1|5595|14918$
D4|5596|10067$
D2|5597|13276$
D3|5598|9092$
D4|5599|14000$
D4|5600|4571$
D6|5601|4810$
D3|5602|12188$
D4|5603|11081$
D5|5604|12709$
D3|5605|7104$
D6|5606|11019$
D4|5607|6008$
D3|5608|9594$
D5|5609|4471$
D5|5610|4389$
D2|5611|6416$
D3|5612|10378$
D4|5613|14946$
D5|5614|11613$
D3|5615|7602$
D2|5616|4026$
D5|5617|8605$
D5|5618|8642$
D2|5619|5508$
D5|5620|8122$
D2|5621|10173$
D3|5622|4126$
D3|5623|14668$
D5|5624|10112$
D4|5625|8139$
D5|5626|5616$
D5|5627|11513$
D5|5628|11570$
D6|5629|7579$
D4|5630|12516$
D1|5631|13463$
D1|5632|12403$
D3|5633|5255$
D3|5634|5646$
D3|5635|10273$
D2|5636|11192$
D1|5637|8377$
D6|5638|14797$
D1|5639|13113$
D3|5640|4913$
D1|5641|14582$
D5|5642|4109$
D5|5643|10650$
D2|5644|11351$
D4|5645|9215$
D2|5646|9188$
D1|5647|4780$
D2|5648|13343$
D2|5649|9470$
D6|5650|10218$
D4|5651|14237$
D1|5652|5527$
D5|5653|13175$
D1|5654|5770$
D6|5655|5467$
D3|5656|10056$
D6|5657|13024$
D3|5658|11495$
D2|5659|14870$
D3|5660|12076$
D4|5661|9701$
D6|5662|5881$
D1|5663|9164$
D3|5664|12873$
D6|5665|5066$
D5|5666|14763$
D5|5667|10688$
D5|5668|4663$
D5|5669|13803$
D6|5670|14057$
D3|5671|13816$
D6|5672|14055$
D2|5673|10716$
D3|5674|10601$
D1|5675|4284$
D2|5676|9004$
D2|5677|13908$
D4|5678|13515$
D6|5679|11359$
D4|5680|14451$
D2|5681|4607$
D2|5682|10668$
D6|5683|6594$
D3|5684|8701$
D2|5685|12758$
D5|5686|10462$
D1|5687|13294$
D3|5688|10119$
D5|5689|8092$
D1|5690|13297$
D5|5691|10891$
D4|5692|13741$
D1|5693|6856$
D4|5694|6650$
D2|5695|13843$
D6|5696|12566$
D5|5697|13069$
D6|5698|10245$
D2|5699|4302$
D4|5700|8833$
D4|5701|11628$
D2|5702|8196$
D2|5703|8089$
D4|5704|6678$
D1|5705|14031$
D6|5706|4735$
D1|5707|5678$
D1|5708|9346$
D4|5709|5427$
D3|5710|9136$
D4|5711|4953$
D5|5712|8164$
D6|5713|8945$
D1|5714|7848$
D4|5715|8292$
D3|5716|11299$
D5|5717|12627$
D2|5718|6961$
D5|5719|4588$
D3|5720|12248$
D5|5721|5200$
D6|5722|11856$
D5|5723|13572$
D4|5724|10564$
D3|5725|12779$
D5|5726|4287$
D5|5727|5567$
D5|5728|12569$
D2|5729|11089$
D4|5730|12119$
D1|5731|5748$
D2|5732|4760$
D2|5733|9104$
D2|5734|14307$
D3|5735|8028$
D6|5736|8890$
D3|5737|11312$
D5|5738|6971$
D6|5739|9998$
D2|5740|12245$
D4|5741|6035$
D3|5742|7921$
D1|5743|14107$
D3|5744|8428$
D6|5745|6919$
D5|5746|9830$
D2|5747|13246$
D5|5748|12431$
D2|5749|5172$
D5|5750|12196$
D1|5751|11266$
D6|5752|6771$
D1|5753|9116$
D4|5754|13823$
D2|5755|9826$
D2|5756|8598$
D6|5757|5243$
D6|5758|8327$
D1|5759|12983$
D2|5760|7267$
D4|5761|5422$
D3|5762|8317$
D4|5763|4915$
D3|5764|4703$
D6|5765|7397$
D2|5766|8978$
D2|5767|10641$
D2|5768|10656$
D3|5769|13720$
D5|5770|12478$
D3|5771|11275$
D6|5772|6984$
D6|5773|10141$
D3|5774|5705$
D3|5775|7350$
D3|5776|13866$
D4|5777|6386$
D6|5778|4695$
D1|5779|8461$
D5|5780|13112$
D4|5781|8266$
D1|5782|6131$
D2|5783|9660$
D1|5784|10732$
D5|5785|10294$
D4|5786|6386$
D2|5787|7450$
D4|5788|8386$
D4|5789|14100$
D4|5790|9273$
D3|5791|11524$
D4|5792|5138$
D1|5793|9786$
D2|5794|4436$
D5|5795|4451$
D6|5796|6257$
D2|5797|12540$
D1|5798|10518$
D6|5799|11673$
D1|5800|14411$
D3|5801|12209$
D1|5802|8263$
D6|5803|4444$
D1|5804|9837$
D1|5805|4174$
D1|5806|14869$
D3|5807|13373$
D5|5808|5300$
D2|5809|8580$
D6|5810|6802$
D2|5811|5374$
D5|5812|14293$
D1|5813|13407$
D1|5814|13724$
D6|5815|4403$
D5|5816|8524$
D3|5817|14000$
D1|5818|13047$
D3|5819|8821$
D6|5820|11020$
D2|5821|13082$
D2|5822|14317$
D6|5823|14917$
D4|5824|10415$
D6|5825|12179$
D4|5826|10146$
D1|5827|7297$
D5|5828|6876$
D3|5829|6503$
D1|5830|13596$
D4|5831|8352$
D5|5832|5757$
D5|5833|6717$
D6|5834|6444$
D2|5835|5469$
D3|5836|10888$
D5|5837|7145$
D2|5838|9415$
D6|5839|11319$
D5|5840|10533$
D3|5841|14371$
D2|5842|8723$
D5|5843|4807$
D1|5844|9718$
D1|5845|6989$
D3|5846|6310$
D6|5847|12730$
D4|5848|8703$
D5|5849|14899$
D3|5850|8955$
D5|5851|9852$
D5|5852|13422$
D4|5853|10863$
D3|5854|4738$
D6|5855|8816$
D6|5856|6462$
D2|5857|10632$
D6|5858|10927$
D4|5859|6132$
D2|5860|11254$
D3|5861|9226$
D1|5862|6792$
D3|5863|11583$
D6|5864|4351$
D1|5865|8705$
D4|5866|14146$
D1|5867|12859$
D2|5868|11309$
D3|5869|4889$
D2|5870|4145$
D4|5871|10249$
D5|5872|9529$
D5|5873|11482$
D5|5874|13601$
D2|5875|8984$
D6|5876|12736$
D1|5877|11286$
D2|5878|11468$
D5|5879|12153$
D4|5880|6208$
D6|5881|11411$
D3|5882|7487$
D2|5883|9106$
D5|5884|4492$
D3|5885|5502$
D3|5886|13915$
D6|5887|5255$
D4|5888|11701$
D1|5889|13737$
D2|5890|14012$
D1|5891|12608$
D4|5892|8699$
D3|5893|4541$
D4|5894|4454$
D3|5895|9042$
D6|5896|9183$
D6|5897|5420$
D4|5898|8090$
D3|5899|6378$
D4|5900|5301$
D1|5901|10821$
D6|5902|9877$
D6|5903|5351$
D1|5904|6037$
D2|5905|14073$
D2|5906|9693$
D6|5907|5544$
D6|5908|4889$
D4|5909|9971$
D2|5910|5734$
D5|5911|10775$
D1|5912|6232$
D2|5913|9538$
D3|5914|14146$
D3|5915|12586$
D3|5916|11806$
D6|5917|12564$
D6|5918|9367$
D5|5919|14892$
D6|5920|14444$
D3|5921|8666$
D1|5922|7674$
D4|5923|9069$
D5|5924|4951$
D5|5925|11950$
D5|5926|14754$
D5|5927|12012$
D2|5928|6304$
D5|5929|12518$
D3|5930|13770$
D5|5931|10050$
D2|5932|4134$
D4|5933|11142$
D2|5934|11476$
D6|5935|7951$
D2|5936|10417$
D1|5937|13364$
D3|5938|13875$
D1|5939|10185$
D2|5940|10645$
D4|5941|9720$
D6|5942|12574$
D4|5943|5648$
D4|5944|7795$
D6|5945|5340$
D1|5946|6232$
D2|5947|13334$
D1|5948|11642$
D6|5949|5036$
D6|5950|5477$
D3|5951|4146$
D5|5952|7905$
D3|5953|7527$
D4|5954|5814$
D1|5955|7832$
D6|5956|11263$
D1|5957|10034$
D3|5958|13561$
D5|5959|5833$
D4|5960|10115$
D4|5961|13170$
D2|5962|4541$
D2|5963|6722$
D6|5964|12839$
D5|5965|13537$
D5|5966|7309$
D6|5967|6833$
D4|5968|13658$
D5|5969|10737$
D1|5970|12527$
D3|5971|9070$
D5|5972|12061$
D6|5973|14365$
D5|5974|7655$
D3|5975|11420$
D5|5976|13743$
D2|5977|6775$
D5|5978|4440$
D4|5979|6805$
D1|5980|11206$
D1|5981|7772$
D6|5982|11136$
D4|5983|10580$
D3|5984|13010$
D6|5985|4581$
D3|5986|4097$
D5|5987|12954$
D6|5988|9559$
D6|5989|5105$
D5|5990|5497$
D3|5991|5373$
D3|5992|12037$
D3|5993|4598$
D1|5994|10405$
D1|5995|14226$
D5|5996|8004$
D5|5997|14201$
D2|5998|11383$
D2|5999|13823$
D6|6000|12423$
D1|6001|8303$
D5|6002|4612$
D1|6003|4701$
D1|6004|5966$
D5|6005|11809$
D1|6006|14895$
D5|6007|12379$
D1|6008|9497$
D5|6009|12440$
D3|6010|14576$
D3|6011|12756$
D5|6012|9149$
D4|6013|8747$
D6|6014|12713$
D6|6015|5832$
D5|6016|5240$
D4|6017|5985$
D6|6018|9440$
D2|6019|7293$
D3|6020|8619$
D1|6021|5740$
D6|6022|10177$
D5|6023|10802$
D4|6024|10797$
D2|6025|13799$
D5|6026|7387$
D2|6027|8041$
D2|6028|4625$
D2|6029|12698$
D2|6030|10706$
D4|6031|4078$
D5|6032|7510$
D4|6033|9097$
D5|6034|8500$
D2|6035|12860$
D5|6036|4565$
D2|6037|9661$
D4|6038|4364$
D6|6039|10832$
D1|6040|7025$
D3|6041|5003$
D6|6042|6560$
D3|6043|6140$
D3|6044|12931$
D1|6045|5465$
D2|6046|8301$
D2|6047|13160$
D2|6048|11387$
D2|6049|4671$
D5|6050|8684$
D5|6051|8464$
D2|6052|4397$
D2|6053|4930$
D6|6054|13840$
D1|6055|6780$
D4|6056|8215$
D2|6057|4881$
D2|6058|11674$
D3|6059|8882$
D1|6060|8143$
D4|6061|13565$
D3|6062|13280$
D5|6063|4141$
D1|6064|6363$
D3|6065|13091$
